display_name,family,variant,seed,experiment,target_column,feature_bundle,best_epoch,best_val_task_loss,test_r2,test_baseline_persistence_r2,test_baseline_panel_ols_r2,test_baseline_grouped_ardl_r2,test_baseline_best_simple_r2,test_r2_delta_vs_persistence,test_r2_delta_vs_panel_ols,test_r2_delta_vs_grouped_ardl,test_mae,test_mse
No Recon Regularization,ablation,no_recon_regularization,0,energy_ablation_no_recon_regularization_seed0,co2_per_unit_energy,minimal,20,14.245149612426758,-0.02653331806706675,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7853723731944431,-0.659393145527331,-0.6336112955744004,16.69461706573438,24185.81893345517
No Recon Regularization,ablation,no_recon_regularization,4,energy_ablation_no_recon_regularization_seed4,co2_per_unit_energy,minimal,19,14.374849319458008,-0.02669773041060323,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7855367855379796,-0.6595575578708675,-0.6337757079179369,16.745059931626876,24184.090014033995
CMDL,cmdl,,4,energy_cmdl_seed4,co2_per_unit_energy,minimal,19,14.375076293945312,-0.02669996463336725,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7855390197607436,-0.6595597920936315,-0.6337779421407009,16.745139777081278,24184.093018687723
Plain LSTM,plain_lstm,,16,energy_lstm_seed16,co2_per_unit_energy,minimal,20,14.373476028442383,-0.026705940477940948,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7855449956053173,-0.6595657679382052,-0.6337839179852747,16.810644008710774,24185.7091960754
Uniform Lag,ablation,uniform_lag,7,energy_ablation_uniform_lag_seed7,co2_per_unit_energy,minimal,22,14.34018325805664,-0.026841254301545454,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7856803094289219,-0.6597010817618097,-0.6339192318088792,16.763919515421804,24191.894704375725
No AC Encoder,ablation,no_ac_encoder,13,energy_ablation_no_ac_encoder_seed13,co2_per_unit_energy,minimal,35,14.254096984863281,-0.027106939074913683,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.78594599420229,-0.6599667665351779,-0.6341849165822474,16.80358548147174,24191.58296930287
No Recon Regularization,ablation,no_recon_regularization,6,energy_ablation_no_recon_regularization_seed6,co2_per_unit_energy,minimal,16,14.512401580810547,-0.027371947102022214,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7862110022293985,-0.6602317745622864,-0.6344499246093559,16.849358909626087,24178.6955806759
CMDL,cmdl,,6,energy_cmdl_seed6,co2_per_unit_energy,minimal,16,14.512423515319824,-0.027372331258974498,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7862113863863509,-0.6602321587192388,-0.6344503087663083,16.849356087973405,24178.696029274623
No AC Encoder,ablation,no_ac_encoder,19,energy_ablation_no_ac_encoder_seed19,co2_per_unit_energy,minimal,27,14.170180320739746,-0.027429803752117603,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7862688588794939,-0.6602896312123818,-0.6345077812594513,16.733604253562262,24175.61354798708
No AC Encoder,ablation,no_ac_encoder,8,energy_ablation_no_ac_encoder_seed8,co2_per_unit_energy,minimal,17,14.461996078491211,-0.02749185253956939,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7863309076669458,-0.6603516799998337,-0.6345698300469031,16.714532357598774,24191.13902535502
Plain LSTM,plain_lstm,,9,energy_lstm_seed9,co2_per_unit_energy,minimal,24,14.414956092834473,-0.027542090180173024,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7863811453075494,-0.6604019176404373,-0.6346200676875068,16.865839312869944,24185.35109505572
No AC Encoder,ablation,no_ac_encoder,14,energy_ablation_no_ac_encoder_seed14,co2_per_unit_energy,minimal,18,14.54521656036377,-0.027930866279355888,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7867699214067323,-0.6607906937396202,-0.6350088437866896,16.83083898721573,24174.843407090968
Plain LSTM,plain_lstm,,14,energy_lstm_seed14,co2_per_unit_energy,minimal,22,14.357410430908203,-0.027952593219270128,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7867916483466465,-0.6608124206795344,-0.6350305707266038,16.75210521822103,24179.455015823398
Plain LSTM,plain_lstm,,12,energy_lstm_seed12,co2_per_unit_energy,minimal,23,14.69122314453125,-0.028045008267710243,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7868840633950867,-0.6609048357279745,-0.635122985775044,16.96437944435021,24197.399467307867
Uniform Lag,ablation,uniform_lag,13,energy_ablation_uniform_lag_seed13,co2_per_unit_energy,minimal,27,14.363043785095215,-0.028294459132527778,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7871335142599042,-0.6611542865927921,-0.6353724366398615,16.883435221542168,24188.506479992026
Uniform Lag,ablation,uniform_lag,14,energy_ablation_uniform_lag_seed14,co2_per_unit_energy,minimal,19,14.544144630432129,-0.02833712009753327,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7871761752249097,-0.6611969475577976,-0.635415097604867,16.801290749084664,24176.245553935867
Plain LSTM,plain_lstm,,13,energy_lstm_seed13,co2_per_unit_energy,minimal,24,14.164236068725586,-0.02836382608079387,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7872028812081703,-0.6612236535410582,-0.6354418035881276,16.8139705046888,24180.232670187022
No Recon Regularization,ablation,no_recon_regularization,15,energy_ablation_no_recon_regularization_seed15,co2_per_unit_energy,minimal,39,14.40540599822998,-0.028772723294302138,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7876117784216785,-0.6616325507545664,-0.6358507008016359,16.86291273508786,24172.300223743525
CMDL,cmdl,,15,energy_cmdl_seed15,co2_per_unit_energy,minimal,39,14.405912399291992,-0.02877461804246077,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7876136731698371,-0.661634445502725,-0.6358525955497945,16.863053382547477,24172.308803065764
Uniform Lag,ablation,uniform_lag,8,energy_ablation_uniform_lag_seed8,co2_per_unit_energy,minimal,22,14.626941680908203,-0.028995411345553723,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7878344664729301,-0.661855238805818,-0.6360733888528874,16.839920174499625,24199.683963875013
Uniform Lag,ablation,uniform_lag,17,energy_ablation_uniform_lag_seed17,co2_per_unit_energy,minimal,21,14.935956001281738,-0.02903732291924303,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7878763780466194,-0.6618971503795072,-0.6361153004265767,17.004150712271578,24202.651374650937
Uniform Lag,ablation,uniform_lag,1,energy_ablation_uniform_lag_seed1,co2_per_unit_energy,minimal,32,14.198837280273438,-0.029243021047353396,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7880820761747298,-0.6621028485076177,-0.6363209985546872,16.797017230463222,24173.121338853798
Plain LSTM,plain_lstm,,5,energy_lstm_seed5,co2_per_unit_energy,minimal,22,14.611090660095215,-0.030216336676524274,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7890553918039006,-0.6630761641367885,-0.637294314183858,17.03677711285388,24191.53450783447
No Recon Regularization,ablation,no_recon_regularization,14,energy_ablation_no_recon_regularization_seed14,co2_per_unit_energy,minimal,19,14.89913558959961,-0.03029396775971734,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7891330228870937,-0.6631537952199816,-0.6373719452670511,16.831318467272382,24191.267083588868
CMDL,cmdl,,14,energy_cmdl_seed14,co2_per_unit_energy,minimal,19,14.899243354797363,-0.030294659033175186,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7891337141605516,-0.6631544864934394,-0.6373726365405089,16.831335781928168,24191.269966901564
Uniform Lag,ablation,uniform_lag,10,energy_ablation_uniform_lag_seed10,co2_per_unit_energy,minimal,21,14.477151870727539,-0.03078831677369191,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7896273719010682,-0.6636481442339561,-0.6378662942810256,16.793008719469444,24192.96257289539
No Recon Regularization,ablation,no_recon_regularization,19,energy_ablation_no_recon_regularization_seed19,co2_per_unit_energy,minimal,21,14.759017944335938,-0.030942023194375112,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7897810783217515,-0.6638018506546394,-0.6380200007017088,17.021424291709152,24200.80981440175
CMDL,cmdl,,19,energy_cmdl_seed19,co2_per_unit_energy,minimal,21,14.759042739868164,-0.03094268873991309,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7897817438672895,-0.6638025162001774,-0.6380206662472468,17.021406695276546,24200.809579304827
Uniform Lag,ablation,uniform_lag,19,energy_ablation_uniform_lag_seed19,co2_per_unit_energy,minimal,27,14.511984825134277,-0.030966972894959272,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7898060280223357,-0.6638268003552236,-0.638044950402293,16.908530484592447,24183.860723004098
Plain LSTM,plain_lstm,,1,energy_lstm_seed1,co2_per_unit_energy,minimal,27,14.483810424804688,-0.03110201977340643,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7899410749007828,-0.6639618472336707,-0.6381799972807402,17.040018666052045,24183.932358156748
No Recon Regularization,ablation,no_recon_regularization,7,energy_ablation_no_recon_regularization_seed7,co2_per_unit_energy,minimal,24,14.569880485534668,-0.03136922855546579,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7902082836828421,-0.66422905601573,-0.6384472060627995,16.94779691978708,24203.811702984513
CMDL,cmdl,,7,energy_cmdl_seed7,co2_per_unit_energy,minimal,24,14.569847106933594,-0.03136926658816271,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7902083217155391,-0.664229094048427,-0.6384472440954965,16.947776743933225,24203.80954622326
No Recon Regularization,ablation,no_recon_regularization,18,energy_ablation_no_recon_regularization_seed18,co2_per_unit_energy,minimal,20,14.921730041503906,-0.03143216617231104,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7902712212996874,-0.6642919936325753,-0.6385101436796448,16.909680252017168,24201.434644886904
CMDL,cmdl,,18,energy_cmdl_seed18,co2_per_unit_energy,minimal,20,14.921788215637207,-0.03143301160693868,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.790272066734315,-0.6642928390672029,-0.6385109891142724,16.909709135482373,24201.4363415259
No AC Encoder,ablation,no_ac_encoder,5,energy_ablation_no_ac_encoder_seed5,co2_per_unit_energy,minimal,20,14.825957298278809,-0.03202851473036269,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7908675698577391,-0.664888342190627,-0.6391064922376964,17.04670522852928,24208.6078119621
Plain LSTM,plain_lstm,,11,energy_lstm_seed11,co2_per_unit_energy,minimal,22,14.344627380371094,-0.032110115949937956,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7909491710773143,-0.6649699434102022,-0.6391880934572717,16.846839000297805,24190.81813741219
Plain LSTM,plain_lstm,,6,energy_lstm_seed6,co2_per_unit_energy,minimal,22,14.739248275756836,-0.0324434174116898,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7912824725390661,-0.665303244871954,-0.6395213949190235,16.89846437378054,24197.202579656867
Plain LSTM,plain_lstm,,0,energy_lstm_seed0,co2_per_unit_energy,minimal,20,14.458306312561035,-0.03246319255543051,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7913022476828069,-0.6653230200156948,-0.6395411700627642,16.88366692401588,24186.494681613876
Plain LSTM,plain_lstm,,18,energy_lstm_seed18,co2_per_unit_energy,minimal,27,14.376855850219727,-0.032656414350507666,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7914954694778841,-0.665516241810772,-0.6397343918578414,16.97455361397722,24173.421283395033
