method,seed,stratifier,n_entities,spearman_rho,perm_p_two_sided,kstar_std,degenerate
Uniform Lag,0,log_gdp_per_capita_train,0,,,0.0,True
Uniform Lag,0,government_effectiveness_train,0,,,0.0,True
Uniform Lag,0,rule_of_law_train,0,,,0.0,True
Uniform Lag,1,log_gdp_per_capita_train,0,,,0.0,True
Uniform Lag,1,government_effectiveness_train,0,,,0.0,True
Uniform Lag,1,rule_of_law_train,0,,,0.0,True
Uniform Lag,2,log_gdp_per_capita_train,0,,,0.0,True
Uniform Lag,2,government_effectiveness_train,0,,,0.0,True
Uniform Lag,2,rule_of_law_train,0,,,0.0,True
Uniform Lag,3,log_gdp_per_capita_train,0,,,0.0,True
Uniform Lag,3,government_effectiveness_train,0,,,0.0,True
Uniform Lag,3,rule_of_law_train,0,,,0.0,True
Uniform Lag,4,log_gdp_per_capita_train,0,,,0.0,True
Uniform Lag,4,government_effectiveness_train,0,,,0.0,True
Uniform Lag,4,rule_of_law_train,0,,,0.0,True
Uniform Lag,5,log_gdp_per_capita_train,0,,,0.0,True
Uniform Lag,5,government_effectiveness_train,0,,,0.0,True
Uniform Lag,5,rule_of_law_train,0,,,0.0,True
Uniform Lag,6,log_gdp_per_capita_train,0,,,0.0,True
Uniform Lag,6,government_effectiveness_train,0,,,0.0,True
Uniform Lag,6,rule_of_law_train,0,,,0.0,True
Uniform Lag,7,log_gdp_per_capita_train,0,,,0.0,True
Uniform Lag,7,government_effectiveness_train,0,,,0.0,True
Uniform Lag,7,rule_of_law_train,0,,,0.0,True
Uniform Lag,8,log_gdp_per_capita_train,0,,,0.0,True
Uniform Lag,8,government_effectiveness_train,0,,,0.0,True
Uniform Lag,8,rule_of_law_train,0,,,0.0,True
Uniform Lag,9,log_gdp_per_capita_train,0,,,0.0,True
Uniform Lag,9,government_effectiveness_train,0,,,0.0,True
Uniform Lag,9,rule_of_law_train,0,,,0.0,True
Uniform Lag,10,log_gdp_per_capita_train,0,,,0.0,True
Uniform Lag,10,government_effectiveness_train,0,,,0.0,True
Uniform Lag,10,rule_of_law_train,0,,,0.0,True
Uniform Lag,11,log_gdp_per_capita_train,0,,,0.0,True
Uniform Lag,11,government_effectiveness_train,0,,,0.0,True
Uniform Lag,11,rule_of_law_train,0,,,0.0,True
Uniform Lag,12,log_gdp_per_capita_train,0,,,0.0,True
Uniform Lag,12,government_effectiveness_train,0,,,0.0,True
Uniform Lag,12,rule_of_law_train,0,,,0.0,True
Uniform Lag,13,log_gdp_per_capita_train,0,,,0.0,True
Uniform Lag,13,government_effectiveness_train,0,,,0.0,True
Uniform Lag,13,rule_of_law_train,0,,,0.0,True
