workbook_row_index,observed_block_code,global_year,global_county,rifm__unnamed_1912_level_1,rifm__anm_lda_brott,rifm__unnamed_1914_level_1,rifm__anm_lda_brott_1,rifm__unnamed_1916_level_1,rifm__anm_lda_brott_2,rifm__unnamed_1918_level_1,rifm__anm_lda_brott_3,rifm__unnamed_1920_level_1,rifm__anm_lda_brott_4,rifm__unnamed_1922_level_1,rifm__brottsf_rebyggande_r_det,rifm__unnamed_1924_level_1,rifm__unnamed_1925_level_1,rifm__unnamed_1926_level_1,rifm__anm_lda_brott_5,rifm__unnamed_1928_level_1,rifm__brottsf_rebyggande_r_det_1,rifm__unnamed_1930_level_1,rifm__unnamed_1931_level_1,rifm__unnamed_1932_level_1,rifm__anm_lda_brott_6,rifm__unnamed_1934_level_1,rifm__brottsf_rebyggande_r_det_2,rifm__unnamed_1936_level_1,rifm__unnamed_1937_level_1,rifm__unnamed_1938_level_1,rifm__anm_lda_brott_7,rifm__unnamed_1940_level_1,rifm__brottsf_rebyggande_r_det_3,rifm__anm_lda_brott_8,rifm__unnamed_1943_level_1,rifm__brottsf_rebyggande_r_det_4,rifm__unnamed_1945_level_1,rifm__anm_lda_brott_9,rifm__unnamed_1947_level_1,rifm__anm_lda_brott_10,rifm__unnamed_1949_level_1,rifm__brottsf_rebyggande_r_det_5,rifm__unnamed_1951_level_1,rifm__unnamed_1952_level_1,rifm__anm_lda_brott_11,rifm__unnamed_1954_level_1,rifm__anm_lda_brott_12,rifm__unnamed_1956_level_1,rifm__brottsf_rebyggande_r_det_6,rifm__unnamed_1958_level_1,rifm__anm_lda_brott_13,rifm__unnamed_1960_level_1,rifm__anm_lda_brott_14,rifm__unnamed_1962_level_1,rifm__brottsf_rebyggande_r_det_7,rifm__unnamed_1964_level_1,rifm__unnamed_1965_level_1,rifm__unnamed_1966_level_1,rifm__anm_lda_brott_15,rifm__unnamed_1968_level_1,rifm__anm_lda_brott_16,rifm__unnamed_1970_level_1,rifm__anm_lda_brott_17,rifm__unnamed_1972_level_1,rifm__anm_lda_brott_18,rifm__unnamed_1974_level_1,rifm__anm_lda_brott_19,rifm__unnamed_1976_level_1
10,RIFM,2006.0,SE122 Södermanland,..,"0906 - Bedrägeri, övrigt bedrägeri",..,"0906 - Bedrägeri, övrigt bedrägeri",..,"0906 - Bedrägeri, övrigt bedrägeri",..,"0906 - Bedrägeri, övrigt bedrägeri",..,0417 - Annan människohandel  än för sexuella ändamål (upphörde år 2009),..,..,..,..,..,0405 - Olaga hot mot man 18 år eller äldre (upphörde år 2016),..,..,..,0,0,"0613 -  (upphörde år 2018) Sexuellt tvång inkl. grovt, sexuellt utnyttjande av person i beroendeställning inkl. grovt, samlag med avkomling eller syskon, mot kvinna 18 år eller äldre",..,..,..,..,..,"0805 - Tillgrepp av motordr fortskaffningsmedel, båt",1067,986,"0805 - Tillgrepp av motordr fortskaffningsmedel, båt",649,683,725,"0906 - Bedrägeri, övrigt bedrägeri",..,"0906 - Bedrägeri, övrigt bedrägeri",..,..,..,..,2102 - BrB kap 21 utom undanhållande och rymning (upphörde år 1988),..,"1006 - Trolöshet mot huvudman, datorteknik (upphörde år 1999)",..,..,..,2102 - BrB kap 21 utom undanhållande och rymning (upphörde år 1988),..,"6105 - Fullbordad våldtäkt inkl. grov (1 §), mot flicka 15–17 år, på internet",..,..,..,..,..,7007 - Underlåtenhet att avslöja terroristbrott (upphörde år 2023),..,7007 - Underlåtenhet att avslöja terroristbrott (upphörde år 2023),..,7007 - Underlåtenhet att avslöja terroristbrott (upphörde år 2023),..,7007 - Underlåtenhet att avslöja terroristbrott (upphörde år 2023),0,7007 - Underlåtenhet att avslöja terroristbrott (upphörde år 2023),0
11,RIFM,2006.0,SE122 Södermanland,..,"0907 - Utpressning, ocker (upphörde år 2013)",..,"0907 - Utpressning, ocker (upphörde år 2013)",..,"0907 - Utpressning, ocker (upphörde år 2013)",..,"0907 - Utpressning, ocker (upphörde år 2013)",..,0418 - Människohandel för sexuella ändamål med barn under 18 år ,15,7,14,9,10,0406 - Olaga hot mot kvinna 18 år eller äldre (upphörde år 2016),..,..,..,0,0,"0614 - (upphörde år 2018) Sexuellt tvång inkl. grovt, sexuellt utnyttjande av person i beroendeställning inkl. grovt, samlag med avkomling eller syskon, mot man 18 år eller äldre",..,..,..,..,..,"0806 - Tillgrepp av motordr fortskaffningsmedel, annat (bl a snöskoter)",1643,1690,"0806 - Tillgrepp av motordr fortskaffningsmedel, annat (bl a snöskoter)",1890,2101,1772,"0907 - Utpressning, ocker (upphörde år 2013)",..,"0907 - Utpressning, ocker (upphörde år 2013)",..,..,..,..,2201 - Annat folkrättsbrott än grovt (upphörde år 2015),..,1007 - Trolöshet mot huvudman,..,..,..,2201 - Annat folkrättsbrott än grovt (upphörde år 2015),..,"6106 - Fullbordad våldtäkt inkl. grov (1 §), mot flicka 15–17 år, ej på internet",..,..,..,..,..,7008 - (upphörde år 2023) Offentlig uppmaning avseende terroristbrott och annan särskilt allvarlig brottslighet,..,7008 - (upphörde år 2023) Offentlig uppmaning avseende terroristbrott och annan särskilt allvarlig brottslighet,..,7008 - (upphörde år 2023) Offentlig uppmaning avseende terroristbrott och annan särskilt allvarlig brottslighet,..,7008 - (upphörde år 2023) Offentlig uppmaning avseende terroristbrott och annan särskilt allvarlig brottslighet,0,7008 - (upphörde år 2023) Offentlig uppmaning avseende terroristbrott och annan särskilt allvarlig brottslighet,0
12,RIFM,2006.0,SE122 Södermanland,..,"0908 - Häleri, häleriförseelse (upphörde år 1976)",..,"0908 - Häleri, häleriförseelse (upphörde år 1976)",..,"0908 - Häleri, häleriförseelse (upphörde år 1976)",..,"0908 - Häleri, häleriförseelse (upphörde år 1976)",..,0419 - Människohandel för sexuella ändamål med person 18 år eller äldre ,95,59,73,101,83,0407 - Ofredande mot man 18 år eller äldre,..,..,..,..,..,"0615 - (upphörde år 2018) Sexuellt tvång inkl. grovt, sexuellt utnyttjande av person i beroendeställning inkl. grovt, samlag med avkomling eller syskon, mot flicka 15-17 år",..,..,..,..,..,"0807 - Tillgrepp av ej motordr fortskaffningsmedel, cykel",283,..,"0807 - Tillgrepp av ej motordr fortskaffningsmedel, cykel",..,..,..,"0908 - Häleri, häleriförseelse (upphörde år 1976)",..,"0908 - Häleri, häleriförseelse (upphörde år 1976)",..,..,..,..,"2202 - Folkrättsbrott, grovt (upphörde år 2015)",..,"1008 - Olovligt brukande, datortidsstöld (upphörde år 1999)",..,..,..,"2202 - Folkrättsbrott, grovt (upphörde år 2015)",..,"6107 - Fullbordad våldtäkt inkl. grov (1 §), mot pojke 15–17 år, på internet",..,..,..,..,..,7009 - (upphörde år 2023) Rekrytering avseende terroristbrott och annan särskilt allvarlig brottslighet,..,7009 - (upphörde år 2023) Rekrytering avseende terroristbrott och annan särskilt allvarlig brottslighet,..,7009 - (upphörde år 2023) Rekrytering avseende terroristbrott och annan särskilt allvarlig brottslighet,..,7009 - (upphörde år 2023) Rekrytering avseende terroristbrott och annan särskilt allvarlig brottslighet,0,7009 - (upphörde år 2023) Rekrytering avseende terroristbrott och annan särskilt allvarlig brottslighet,0
13,RIFM,2006.0,SE122 Södermanland,..,"0909 - Övriga brott mot kap. 9, oredl förfarande/svindleri/ockerpant (upphörde år 2012)",..,"0909 - Övriga brott mot kap. 9, oredl förfarande/svindleri/ockerpant (upphörde år 2012)",..,"0909 - Övriga brott mot kap. 9, oredl förfarande/svindleri/ockerpant (upphörde år 2012)",..,"0909 - Övriga brott mot kap. 9, oredl förfarande/svindleri/ockerpant (upphörde år 2012)",..,0420 - Annan människohandel med barn under 18 år  (upphörde år 2013),..,..,..,..,..,0408 - Ofredande mot kvinna 18 år eller äldre,..,..,..,..,..,"0616 - (upphörde år 2018) Sexuellt tvång inkl. grovt, sexuellt utnyttjande av person i beroendeställning inkl. grovt, samlag med avkomling eller syskon, mot pojke 15-17 år ",..,..,..,..,..,"0808 - Tillgrepp av ej motordr fortskaffningsmedel, båt",549,436,"0808 - Tillgrepp av ej motordr fortskaffningsmedel, båt",403,357,306,"0909 - Övriga brott mot kap. 9, oredl förfarande/svindleri/ockerpant (upphörde år 2012)",..,"0909 - Övriga brott mot kap. 9, oredl förfarande/svindleri/ockerpant (upphörde år 2012)",..,..,..,..,2203 - Folkmord (upphörde år 2015),..,1009 - Olovligt brukande,..,..,..,2203 - Folkmord (upphörde år 2015),..,"6108 - Fullbordad våldtäkt inkl. grov (1 §), mot pojke 15–17 år, ej på internet",..,..,..,..,..,7010 -  (upphörde år 2023) Ge utbildning avseende terroristbrott och annan särskilt allvarlig brottslighet,..,7010 -  (upphörde år 2023) Ge utbildning avseende terroristbrott och annan särskilt allvarlig brottslighet,..,7010 -  (upphörde år 2023) Ge utbildning avseende terroristbrott och annan särskilt allvarlig brottslighet,..,7010 -  (upphörde år 2023) Ge utbildning avseende terroristbrott och annan särskilt allvarlig brottslighet,0,7010 -  (upphörde år 2023) Ge utbildning avseende terroristbrott och annan särskilt allvarlig brottslighet,0
14,RIFM,2006.0,SE122 Södermanland,..,"0911 - Bedrägeri/grovt bedrägeri/bedrägl beteende, automatmissbruk  (upphörde år 1987)",..,"0911 - Bedrägeri/grovt bedrägeri/bedrägl beteende, automatmissbruk  (upphörde år 1987)",..,"0911 - Bedrägeri/grovt bedrägeri/bedrägl beteende, automatmissbruk  (upphörde år 1987)",..,"0911 - Bedrägeri/grovt bedrägeri/bedrägl beteende, automatmissbruk  (upphörde år 1987)",..,0421 - Annan människohandel med person 18 år eller äldre  (upphörde år 2013),..,..,..,..,..,0409 - Olaga hot mot person under 18 år (upphörde år 2009),..,..,..,..,..,"0621 - Försök till våldtäkt, utomhus mot barn under 15 år (upphörde år 2007)",..,..,..,..,..,"0809 - Tillgrepp ej motordr fortskaffn medel, annat  (upphörde år 2024)",826,2499,"0809 - Tillgrepp ej motordr fortskaffn medel, annat  (upphörde år 2024)",6668,7501,7779,"0911 - Bedrägeri/grovt bedrägeri/bedrägl beteende, automatmissbruk  (upphörde år 1987)",..,"0911 - Bedrägeri/grovt bedrägeri/bedrägl beteende, automatmissbruk  (upphörde år 1987)",..,..,..,..,2204 - Brott mot 22 kap. brb,0,1010 - Behörighetsmissbruk,..,..,..,2204 - Brott mot 22 kap. brb,0,"6109 - Oaktsam våldtäkt, mot flicka 15–17 år, på internet",..,..,..,..,..,"7011 - Insamling, tillhandahållande eller mottagande av medel för finansiering av terroristbrott (upphörde år 2016)",..,"7011 - Insamling, tillhandahållande eller mottagande av medel för finansiering av terroristbrott (upphörde år 2016)",..,"7011 - Insamling, tillhandahållande eller mottagande av medel för finansiering av terroristbrott (upphörde år 2016)",..,"7011 - Insamling, tillhandahållande eller mottagande av medel för finansiering av terroristbrott (upphörde år 2016)",..,"7011 - Insamling, tillhandahållande eller mottagande av medel för finansiering av terroristbrott (upphörde år 2016)",..
15,RIFM,2006.0,SE122 Södermanland,..,"0912 - bedrägeri, bedrägligt beteende avseende bluffakturor",..,"0912 - bedrägeri, bedrägligt beteende avseende bluffakturor",..,"0912 - bedrägeri, bedrägligt beteende avseende bluffakturor",..,"0912 - bedrägeri, bedrägligt beteende avseende bluffakturor",..,0422 - Grov fridskränkning mot flicka under 18 år ,612,543,404,380,313,0410 - Ofredande mot person under 18 år (upphörde år 2009),..,..,..,..,..,0638 - Annat sexuellt ofredande (upphörde år 2014),..,..,..,..,..,"0810 - Inbrottsstöld i kassaskåp/kassavalv/bank-, servicebox o.d. (upphörde år 2013)",..,..,"0810 - Inbrottsstöld i kassaskåp/kassavalv/bank-, servicebox o.d. (upphörde år 2013)",..,..,..,"0912 - bedrägeri, bedrägligt beteende avseende bluffakturor",..,"0912 - bedrägeri, bedrägligt beteende avseende bluffakturor",..,..,..,..,"2205 - Lagen om straff för folkmord, brott mot mänskligheten och krigsförbrytelser",..,1011 - Handel med inflytande och/eller vårdslös finansiering av mutbrott,..,..,..,"2205 - Lagen om straff för folkmord, brott mot mänskligheten och krigsförbrytelser",..,"6110 - Oaktsam våldtäkt, mot flicka 15–17 år, ej på internet",..,..,..,..,..,"7012 -  (upphörde år 2023) Försök till insamling, tillhandahållande eller mottagande av medel för finansiering av terroristbrott",..,"7012 -  (upphörde år 2023) Försök till insamling, tillhandahållande eller mottagande av medel för finansiering av terroristbrott",..,"7012 -  (upphörde år 2023) Försök till insamling, tillhandahållande eller mottagande av medel för finansiering av terroristbrott",..,"7012 -  (upphörde år 2023) Försök till insamling, tillhandahållande eller mottagande av medel för finansiering av terroristbrott",0,"7012 -  (upphörde år 2023) Försök till insamling, tillhandahållande eller mottagande av medel för finansiering av terroristbrott",0
16,RIFM,2006.0,SE122 Södermanland,..,0913 - Bedrägeri med hjälp av Internet,..,0913 - Bedrägeri med hjälp av Internet,..,0913 - Bedrägeri med hjälp av Internet,..,0913 - Bedrägeri med hjälp av Internet,..,0423 - Grov fridskränkning mot pojke under 18 år ,558,455,342,377,285,0411 - Grov fridskränkning (upphörde år 2009),..,..,..,..,..,"0640 - Försök till våldtäkt inkl. grov, utomhus mot flicka under 15 år (upphörde år 2024)",..,..,..,0,0,"0811 - Inbrottsstöld i skola, bibliotek, undervisningslokal, förskola, fritidshem",3026,2491,"0811 - Inbrottsstöld i skola, bibliotek, undervisningslokal, förskola, fritidshem",2281,2215,1590,0913 - Bedrägeri med hjälp av Internet,..,0913 - Bedrägeri med hjälp av Internet,..,..,..,..,2206 - Folkmord,0,1101 - Brott mot borgenär m.m. (upphörde år 1999),..,..,..,2206 - Folkmord,0,"6111 - Oaktsam våldtäkt, mot pojke 15–17 år, på internet",..,..,..,..,..,7013 - Insamling m.m. av medel för finansiering av annan särskilt allvarlig brottslighet än terroristbrott (upphörde år 2016),..,7013 - Insamling m.m. av medel för finansiering av annan särskilt allvarlig brottslighet än terroristbrott (upphörde år 2016),..,7013 - Insamling m.m. av medel för finansiering av annan särskilt allvarlig brottslighet än terroristbrott (upphörde år 2016),..,7013 - Insamling m.m. av medel för finansiering av annan särskilt allvarlig brottslighet än terroristbrott (upphörde år 2016),..,7013 - Insamling m.m. av medel för finansiering av annan särskilt allvarlig brottslighet än terroristbrott (upphörde år 2016),..
17,RIFM,2006.0,SE122 Södermanland,..,0914 - Mot EU:s finansiella intressen,..,0914 - Mot EU:s finansiella intressen,..,0914 - Mot EU:s finansiella intressen,..,0914 - Mot EU:s finansiella intressen,..,0424 - Grov fridskränkning mot kvinna 18 år eller äldre ,..,..,..,..,..,0412 - Grov kvinnofridskränkning,..,..,..,0,0,"0641 - Försök till våldtäkt inkl. grov, inomhus mot flicka under 15 (upphörde år 2024) år",..,..,..,0,0,"0812 - Inbrottsstöld i idrotts-, bad- och sportanläggning",1522,1281,"0812 - Inbrottsstöld i idrotts-, bad- och sportanläggning",1245,943,1005,0914 - Mot EU:s finansiella intressen,..,0914 - Mot EU:s finansiella intressen,..,..,..,..,2207 - Brott mot mänskligheten,0,"1111 - Oredlighet mot borgenärer, grov oredlighet mot borgenärer",..,..,..,2207 - Brott mot mänskligheten,0,"6112 - Oaktsam våldtäkt, mot pojke 15–17 år, ej på internet",..,..,..,..,..,"7014 - Brott mot föreskrift om förbud, som syftar att genomföra internationella sanktioner",..,"7014 - Brott mot föreskrift om förbud, som syftar att genomföra internationella sanktioner",..,"7014 - Brott mot föreskrift om förbud, som syftar att genomföra internationella sanktioner",..,"7014 - Brott mot föreskrift om förbud, som syftar att genomföra internationella sanktioner",0,"7014 - Brott mot föreskrift om förbud, som syftar att genomföra internationella sanktioner",0
18,RIFM,2006.0,SE122 Södermanland,1985,0915 - Övriga brott mot 9 kap. BrB,1459,0915 - Övriga brott mot 9 kap. BrB,792,0915 - Övriga brott mot 9 kap. BrB,478,0915 - Övriga brott mot 9 kap. BrB,504,0425 - Grov fridskränkning mot man 18 år eller äldre ,..,..,..,..,..,0413 - Olaga hot mot grupp (upphörde år 2016),..,..,..,0,0,"0642 - Försök till våldtäkt inkl. grov, utomhus mot pojke under 15 (upphörde år 2024) ",..,..,..,0,0,"0813 - Inbrottsstöld i läkar- eller tandläkarpraktik, sjukhus",439,390,"0813 - Inbrottsstöld i läkar- eller tandläkarpraktik, sjukhus",284,412,284,0915 - Övriga brott mot 9 kap. BrB,..,0915 - Övriga brott mot 9 kap. BrB,..,..,0,0,2208 - Krigsförbrytelse inkl. grov,0,1112 - Vårdslöshet mot borgenärer,..,..,..,2208 - Krigsförbrytelse inkl. grov,0,"6113 - Försök till våldtäkt inkl. grov, mot flicka under 15 år, på internet",..,..,..,..,..,7015 - Brott om föreskrift som genomför internationella sanktioner,..,7015 - Brott om föreskrift som genomför internationella sanktioner,..,7015 - Brott om föreskrift som genomför internationella sanktioner,..,7015 - Brott om föreskrift som genomför internationella sanktioner,0,7015 - Brott om föreskrift som genomför internationella sanktioner,0
19,RIFM,2006.0,SE122 Södermanland,0,0916 - Subventionsmissbruk,2,0916 - Subventionsmissbruk,0,0916 - Subventionsmissbruk,1,0916 - Subventionsmissbruk,0,0426 - Olaga hot mot flicka under 18 år (upphörde år 2016),0,0,0,0,0,0415 - Dataintrång,..,..,..,..,..,"0643 - Försök till våldtäkt inkl. grov, inomhus mot pojke under 15 år (upphörde år 2024)",..,..,..,0,0,"0814 - Stöld i biograf, teater, nöjes-, samlings- och ungdomslokal",758,698,"0814 - Stöld i biograf, teater, nöjes-, samlings- och ungdomslokal",710,675,601,0916 - Subventionsmissbruk,..,0916 - Subventionsmissbruk,..,..,0,0,"2209 - Övriga brott mot lag om straff för folkmord, brott mot mänskligheten och krigsförbrytelser",0,1113 - Mannamån mot borgenärer,..,..,..,"2209 - Övriga brott mot lag om straff för folkmord, brott mot mänskligheten och krigsförbrytelser",0,"6114 - Försök till våldtäkt inkl. grov, mot flicka under 15 år, ej på internet",..,..,..,..,..,"7016 - Brott mot föreskrift som genomför internationella sanktioner, övriga fall (än finansiering av terrorism)",..,"7016 - Brott mot föreskrift som genomför internationella sanktioner, övriga fall (än finansiering av terrorism)",..,"7016 - Brott mot föreskrift som genomför internationella sanktioner, övriga fall (än finansiering av terrorism)",..,"7016 - Brott mot föreskrift som genomför internationella sanktioner, övriga fall (än finansiering av terrorism)",0,"7016 - Brott mot föreskrift som genomför internationella sanktioner, övriga fall (än finansiering av terrorism)",0
20,RIFM,2006.0,SE122 Södermanland,..,0921 - Bedr./grovt bedr./bedrägl beteende överskr eget checkk. (upphörde år 1998),..,0921 - Bedr./grovt bedr./bedrägl beteende överskr eget checkk. (upphörde år 1998),..,0921 - Bedr./grovt bedr./bedrägl beteende överskr eget checkk. (upphörde år 1998),..,0921 - Bedr./grovt bedr./bedrägl beteende överskr eget checkk. (upphörde år 1998),..,0427 - Olaga hot mot pojke under 18 år (upphörde år 2016),0,0,0,0,0,0416 - Människohandel för sexuella ändamål (upphörde år 2009),..,..,..,..,..,"0644 - Försök till våldtäkt inkl. grov, utomhus mot flicka 15-17 år (upphörde år 2013)",..,..,..,..,..,"0815 - Inbrottsstöld i hotell, pensionat o.d.",373,380,"0815 - Inbrottsstöld i hotell, pensionat o.d.",470,383,337,0921 - Bedr./grovt bedr./bedrägl beteende överskr eget checkk. (upphörde år 1998),..,0921 - Bedr./grovt bedr./bedrägl beteende överskr eget checkk. (upphörde år 1998),..,..,..,..,3001 - Grov vårdslöshet i trafik,0,1114 - Bokföringsbrott (upphörde år 2014),..,..,..,3001 - Grov vårdslöshet i trafik,0,"6115 - Försök till våldtäkt inkl. grov, mot pojke under 15 år, på internet",..,..,..,..,..,7020 -  (upphörde år 2023) Ta emot utbildning avseende terroristbrott och annan särskilt allvarlig brottslighet,..,7020 -  (upphörde år 2023) Ta emot utbildning avseende terroristbrott och annan särskilt allvarlig brottslighet,..,7020 -  (upphörde år 2023) Ta emot utbildning avseende terroristbrott och annan särskilt allvarlig brottslighet,..,7020 -  (upphörde år 2023) Ta emot utbildning avseende terroristbrott och annan särskilt allvarlig brottslighet,0,7020 -  (upphörde år 2023) Ta emot utbildning avseende terroristbrott och annan särskilt allvarlig brottslighet,0
21,RIFM,2006.0,SE122 Södermanland,..,"0922 - Bedrägeri, annan checkbedrägeri (ej överskridet konto)",..,"0922 - Bedrägeri, annan checkbedrägeri (ej överskridet konto)",..,"0922 - Bedrägeri, annan checkbedrägeri (ej överskridet konto)",..,"0922 - Bedrägeri, annan checkbedrägeri (ej överskridet konto)",..,0428 - Ofredande mot flicka under 18 år ,3278,3388,3437,3412,3766,0417 - Annan människohandel  än för sexuella ändamål (upphörde år 2009),..,..,..,..,..,"0645 - Försök till våldtäkt inkl. grov, inomhus mot flicka 15-17 år (upphörde år 2013)",..,..,..,..,..,"0816 - Inbrottsstöld i kafé, konditori, restaurang, näringsställe",1980,1620,"0816 - Inbrottsstöld i kafé, konditori, restaurang, näringsställe",1366,1250,1066,"0922 - Bedrägeri, annan checkbedrägeri (ej överskridet konto)",..,"0922 - Bedrägeri, annan checkbedrägeri (ej överskridet konto)",..,..,..,..,"3002 - Olovlig körning, grov olovlig körning",0,1115 - Försvårande av konkurs eller exekutiv förrättning,..,..,..,"3002 - Olovlig körning, grov olovlig körning",0,"6116 - Försök till våldtäkt inkl. grov, mot pojke under 15 år, ej på internet",..,..,..,..,..,"7021 -  (upphörde år 2023) Resa i avsikt att begå eller förbereda, alt. resa i avsikt att ge eller ta emot utbildning avseende terroristbrott eller annan särskilt allvarlig brottslighet",..,"7021 -  (upphörde år 2023) Resa i avsikt att begå eller förbereda, alt. resa i avsikt att ge eller ta emot utbildning avseende terroristbrott eller annan särskilt allvarlig brottslighet",..,"7021 -  (upphörde år 2023) Resa i avsikt att begå eller förbereda, alt. resa i avsikt att ge eller ta emot utbildning avseende terroristbrott eller annan särskilt allvarlig brottslighet",..,"7021 -  (upphörde år 2023) Resa i avsikt att begå eller förbereda, alt. resa i avsikt att ge eller ta emot utbildning avseende terroristbrott eller annan särskilt allvarlig brottslighet",0,"7021 -  (upphörde år 2023) Resa i avsikt att begå eller förbereda, alt. resa i avsikt att ge eller ta emot utbildning avseende terroristbrott eller annan särskilt allvarlig brottslighet",0
22,RIFM,2006.0,SE122 Södermanland,..,0923 - Bedr/grovt bedr/bedr beteende överskr eget personkonto (upphörde år 1999),..,0923 - Bedr/grovt bedr/bedr beteende överskr eget personkonto (upphörde år 1999),..,0923 - Bedr/grovt bedr/bedr beteende överskr eget personkonto (upphörde år 1999),..,0923 - Bedr/grovt bedr/bedr beteende överskr eget personkonto (upphörde år 1999),..,0429 - Ofredande mot pojke under 18 år ,2373,2495,2526,2824,3061,0418 - Människohandel för sexuella ändamål med barn under 18 år ,..,..,..,0,0,"0646 - Försök till våldtäkt inkl. grov, utomhus mot pojke 15-17 år (upphörde år 2013)",..,..,..,..,..,"0817 - Inbrottsstöld i apotek, apoteks- och läkemedelsförråd",107,105,"0817 - Inbrottsstöld i apotek, apoteks- och läkemedelsförråd",83,80,61,0923 - Bedr/grovt bedr/bedr beteende överskr eget personkonto (upphörde år 1999),..,0923 - Bedr/grovt bedr/bedr beteende överskr eget personkonto (upphörde år 1999),..,..,..,..,3003 - Brott mot föreskrift,0,"1120 - Ringa bokföringsbrott, konkurs (upphörde år 2024)",..,..,..,3003 - Brott mot föreskrift,0,"6117 - Fullbordad våldtäkt inkl. grov, mot flicka under 15 år, på internet",..,..,..,..,..,"7022 -  (upphörde år 2023) Insamling, tillhandahållande eller mottagande av medel för finansiering av terroristbrott",..,"7022 -  (upphörde år 2023) Insamling, tillhandahållande eller mottagande av medel för finansiering av terroristbrott",..,"7022 -  (upphörde år 2023) Insamling, tillhandahållande eller mottagande av medel för finansiering av terroristbrott",..,"7022 -  (upphörde år 2023) Insamling, tillhandahållande eller mottagande av medel för finansiering av terroristbrott",0,"7022 -  (upphörde år 2023) Insamling, tillhandahållande eller mottagande av medel för finansiering av terroristbrott",0
23,RIFM,2006.0,SE122 Södermanland,..,0924 - Bedr/grovt bedr/bedr beteende/annat bedr m personkblankett (upphörde år 1999),..,0924 - Bedr/grovt bedr/bedr beteende/annat bedr m personkblankett (upphörde år 1999),..,0924 - Bedr/grovt bedr/bedr beteende/annat bedr m personkblankett (upphörde år 1999),..,0924 - Bedr/grovt bedr/bedr beteende/annat bedr m personkblankett (upphörde år 1999),..,"0430 - Brott mot människorov, olaga frihetsberövande(upphörde år 2019)",..,..,..,..,..,0419 - Människohandel för sexuella ändamål med person 18 år eller äldre ,..,..,..,0,0,"0647 - Försök till våldtäkt inkl. grov, inomhus mot pojke 15-17 år (upphörde år 2013)",..,..,..,..,..,"0818 - Inbrottsstöld i butik, varuhus, kommersiell utställningslokal",2908,2202,"0818 - Inbrottsstöld i butik, varuhus, kommersiell utställningslokal",1995,1906,1497,0924 - Bedr/grovt bedr/bedr beteende/annat bedr m personkblankett (upphörde år 1999),..,0924 - Bedr/grovt bedr/bedr beteende/annat bedr m personkblankett (upphörde år 1999),..,..,..,..,3004 - Tillåtit olovlig körning etc,0,"1121 - Bokföringsbrott av normalgraden, konkurs (upphörde år 2024)",..,..,..,3004 - Tillåtit olovlig körning etc,0,"6118 - Fullbordad våldtäkt inkl. grov, mot flicka under 15 år, ej på internet",..,..,..,..,..,7023 -  (upphörde år 2023) Insamling m.m. av medel för finansiering av personer eller sammanslutning som begår terroristbrott,..,7023 -  (upphörde år 2023) Insamling m.m. av medel för finansiering av personer eller sammanslutning som begår terroristbrott,..,7023 -  (upphörde år 2023) Insamling m.m. av medel för finansiering av personer eller sammanslutning som begår terroristbrott,..,7023 -  (upphörde år 2023) Insamling m.m. av medel för finansiering av personer eller sammanslutning som begår terroristbrott,0,7023 -  (upphörde år 2023) Insamling m.m. av medel för finansiering av personer eller sammanslutning som begår terroristbrott,0
